supplier,supplierCode,sku,sourceUid,title,slug,sourceUrl,mainImageUrl,reason,category,seoMode,rrp
MPI Automotive,mpi,AC321SS,MPI_AC321SS,"2in x 21in Round, Angle Cut Series - Standard Bore (Plain Cut)",ac321ss-2in-x-21in-round-angle-cut-series-standard-bore-plain-cut,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,84.82
MPI Automotive,mpi,AC312SS,MPI_AC312SS,"2 1/4in Inlet, 2 1/2in Outlet, 12in Long, Round, Angle Cut (Plain), Stainless Steel",ac312ss-2-1-4in-inlet-2-1-2in-outlet-12in-long-round-angle-cut-plain-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,62.83
MPI Automotive,mpi,AC308SS,MPI_AC308SS,"2 1/4in Inlet, 2 1/2in Outlet, 8in Long, Round, Angle Cut (Plain), Stainless Steel",ac308ss-2-1-4in-inlet-2-1-2in-outlet-8in-long-round-angle-cut-plain-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,33.50
MPI Automotive,mpi,AC287SS,MPI_AC287SS,"2in Inlet, 2 1/8in Outlet, 15in Long, Round, Angle Cut (Plain), Stainless Steel",ac287ss-2in-inlet-2-1-8in-outlet-15in-long-round-angle-cut-plain-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,66.35
MPI Automotive,mpi,AC276SS,MPI_AC276SS,"2in Inlet, 2 1/8in Outlet, 8in Long, Round, Angle Cut (Plain), Stainless Steel",ac276ss-2in-inlet-2-1-8in-outlet-8in-long-round-angle-cut-plain-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,72.67
MPI Automotive,mpi,MHF5009,MPI_MHF5009,COMMODORE NON-ECOTEC V6 HEADER PLATE,mhf5009-commodore-non-ecotec-v6-header-plate,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,92.37
MPI Automotive,mpi,FE564-10,MPI_FE564-10,"2 Bolt 2 1/2in ID Multi Fit 065-042 Flange, 93mm-105mm Bolt Centres, 11mm Slotted Bolt Holes, 10mm T",fe564-10-2-bolt-2-1-2in-id-multi-fit-065-042-flange-93mm-105mm-bolt-centres-11mm-slotted-bolt-holes-10mm-t,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,17.56
MPI Automotive,mpi,SSMBT56R250,MPI_SSMBT56R250,Holden HQ - Z P/VAN - Ute 2.5in RH T/P (OutSID,ssmbt56r250-holden-hq-z-p-van-ute-2-5in-rh-t-p-outsid,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,267.18
MPI Automotive,mpi,SSMBT56L250,MPI_SSMBT56L250,Holden HQ - Z P/VAN - Ute 2.5in LHS T/P (OutSI,ssmbt56l250-holden-hq-z-p-van-ute-2-5in-lhs-t-p-outsi,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,267.18
MPI Automotive,mpi,SSC56R250,MPI_SSC56R250,"Holden HQ - WB P/VAN - Ute RH 2.5in Connecting pipe, Stainless Steel",ssc56r250-holden-hq-wb-p-van-ute-rh-2-5in-connecting-pipe-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,282.93
MPI Automotive,mpi,SSC56L250,MPI_SSC56L250,"Holden HQ - WB P/VAN - Ute LH 2.5in Connecting pipe, Stainless Steel",ssc56l250-holden-hq-wb-p-van-ute-lh-2-5in-connecting-pipe-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,259.68
MPI Automotive,mpi,YP100RB,MPI_YP100RB,"3in Inlet, Twin 4in Black Round Outlet,RHS Double Angle Cut, Polished Inner Cone",yp100rb-3in-inlet-twin-4in-black-round-outlet-rhs-double-angle-cut-polished-inner-cone,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,323.28
MPI Automotive,mpi,YP100LB,MPI_YP100LB,"3in Inlet, Twin 4in Black Round Outlet,LHS Double Angle Cut, Polished Inner Cone",yp100lb-3in-inlet-twin-4in-black-round-outlet-lhs-double-angle-cut-polished-inner-cone,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,323.28
MPI Automotive,mpi,SSMBM691MF,MPI_SSMBM691MF,"Toyota LandCruiser VDJ79 V8 Single & Dual Cab, Superior 4"" Centre Muffler",ssmbm691mf-toyota-landcruiser-vdj79-v8-single-and-dual-cab-superior-4-centre-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,651.85
MPI Automotive,mpi,FE186-4,MPI_FE186-4,"4 Bolt Flange 3in Centre Bore, 73.5mm Bolt Hole Centres, 4mm Shim Spacer To Suit FE186-10 & FE182-10",fe186-4-4-bolt-flange-3in-centre-bore-73-5mm-bolt-hole-centres-4mm-shim-spacer-to-suit-fe186-10-and-fe182-10,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,22.00
MPI Automotive,mpi,DP400SLCS,MPI_DP400SLCS,"4in (102mm) Outlet, short leg, Angle small cone, Stainless Steel",dp400slcs-4in-102mm-outlet-short-leg-angle-small-cone-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,92.47
MPI Automotive,mpi,RX608WCSS-UB,MPI_RX608WCSS-UB,"3in Inlet x 4in Outlet x 150mm - Unbranded, Rolled in With Polished Inner Cone, Stainless Steel bolt",rx608wcss-ub-3in-inlet-x-4in-outlet-x-150mm-unbranded-rolled-in-with-polished-inner-cone-stainless-steel-bolt,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,138.86
MPI Automotive,mpi,PP-16116C,MPI_PP-16116C,Plug 16mm x 1.5 to Fit FE116C 16 x 16 x 1.5,pp-16116c-plug-16mm-x-1-5-to-fit-fe116c-16-x-16-x-1-5,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,9.02
MPI Automotive,mpi,FX-303HPC-S,MPI_FX-303HPC-S,"Holden HQ HJ HX HZ 5.0L EFI Conversion 1 3/4in Primaries 4-1, 3in Outlets - Ceramic Coated (Silver)",fx-303hpc-s-holden-hq-hj-hx-hz-5-0l-efi-conversion-1-3-4in-primaries-4-1-3in-outlets-ceramic-coated-silver,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,1737.86
MPI Automotive,mpi,FX-483LHS,MPI_FX-483LHS,"Mitsubishi Pajero NP, NS 3.8L 24V V6 6G74 2002 on Passenger Side S/S Manifold Replacement",fx-483lhs-mitsubishi-pajero-np-ns-3-8l-24v-v6-6g74-2002-on-passenger-side-s-s-manifold-replacement,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,589.30
MPI Automotive,mpi,S2054,MPI_S2054,VE V6 Ute 2.5in Rear Muffler,s2054-ve-v6-ute-2-5in-rear-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,381.18
MPI Automotive,mpi,MBM426MF,MPI_MBM426MF,"VZ V6 Crewman, 1 ton 2 1/4in Dual Rear Muffler With ChromeS",mbm426mf-vz-v6-crewman-1-ton-2-1-4in-dual-rear-muffler-with-chromes,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,899.09
MPI Automotive,mpi,MBG030,MPI_MBG030,Mitsubishi Magna Rear Gasket,mbg030-mitsubishi-magna-rear-gasket,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,5.63
MPI Automotive,mpi,MBG028,MPI_MBG028,3 Bolt 58mm ID Centre Hole,mbg028-3-bolt-58mm-id-centre-hole,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,7.50
MPI Automotive,mpi,MBG018,MPI_MBG018,Mitsubishi Magna Join Gasket,mbg018-mitsubishi-magna-join-gasket,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,6.02
MPI Automotive,mpi,EMG333,MPI_EMG333,SUBARU LIBERTY ENG PIPE GASK 8,emg333-subaru-liberty-eng-pipe-gask-8,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,18.98
MPI Automotive,mpi,EMG332,MPI_EMG332,"Nissan Patrol Y62 V8 5.6L Engine, 1 Set Of Extractor Gaskets",emg332-nissan-patrol-y62-v8-5-6l-engine-1-set-of-extractor-gaskets,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,94.93
MPI Automotive,mpi,EMG331,MPI_EMG331,Nissan XTrail 2.5L 4cyl ENG QR25 T30 2001 on Extractor Gasket,emg331-nissan-xtrail-2-5l-4cyl-eng-qr25-t30-2001-on-extractor-gasket,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,91.59
MPI Automotive,mpi,EMG159,MPI_EMG159,Jackaroo - Rodeo Diesel [DSF] Extractor Gasket,emg159-jackaroo-rodeo-diesel-dsf-extractor-gasket,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,20.32
MPI Automotive,mpi,EMG064,MPI_EMG064,240 - 300 CID (CANADIAN Motor) Extractor Gasket,emg064-240-300-cid-canadian-motor-extractor-gasket,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,107.32
MPI Automotive,mpi,EMG000DSF,MPI_EMG000DSF,1000 X 330 mm BLANK Gasket DSF METAL,emg000dsf-1000-x-330-mm-blank-gasket-dsf-metal,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,125.79
MPI Automotive,mpi,EMG000C,MPI_EMG000C,1000 X 500 mm BLANK Gasket,emg000c-1000-x-500-mm-blank-gasket,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,133.77
MPI Automotive,mpi,C634CGPZ,MPI_C634CGPZ,8in x 4in Oval 2 1/2in in - Twin 2 1/4in Out Centre/Centre 400mm Long Chambered Glass Packed,c634cgpz-8in-x-4in-oval-2-1-2in-in-twin-2-1-4in-out-centre-centre-400mm-long-chambered-glass-packed,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,175.66
MPI Automotive,mpi,SSMBM744MF,MPI_SSMBM744MF,"Holden Commodore VE/VF Ute - Statesman V8, 3in Dual Centre With Hot Dogs + Centre Muffler",ssmbm744mf-holden-commodore-ve-vf-ute-statesman-v8-3in-dual-centre-with-hot-dogs-centre-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,1265.33
MPI Automotive,mpi,YP103RVSS-20,MPI_YP103RVSS-20,"3in Inlet, Twin 4in Round Outlets, Polished Inner Cone, Angle Cut To Suit Ranger Side Exit",yp103rvss-20-3in-inlet-twin-4in-round-outlets-polished-inner-cone-angle-cut-to-suit-ranger-side-exit,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,181.92
MPI Automotive,mpi,YP82RV-320,MPI_YP82RV-320,"3in Inlet, Y-Piece, Twin 3 1/4in Round Outlet, 10 1/2in Long, 20 Degree Angle Cut, Polished Inner Co",yp82rv-320-3in-inlet-y-piece-twin-3-1-4in-round-outlet-10-1-2in-long-20-degree-angle-cut-polished-inner-co,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,110.39
MPI Automotive,mpi,SSB4-25045,MPI_SSB4-25045,2 1/2in (63.5mm) 45deg Std Leg 409g Stainless Mandrel Bend,ssb4-25045-2-1-2in-63-5mm-45deg-std-leg-409g-stainless-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,24.88
MPI Automotive,mpi,FDG021,MPI_FDG021,Universal Gasket 76mm Bolt Centres 45mm Inside Diameter (SUG002),fdg021-universal-gasket-76mm-bolt-centres-45mm-inside-diameter-sug002,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,3.99
MPI Automotive,mpi,SSMBM742WOM,MPI_SSMBM742WOM,"Holden Commodore VE-VF, SS Ute, Maloo, Statesman V8, 2 1/2in Dual Centre Without Mufflers",ssmbm742wom-holden-commodore-ve-vf-ss-ute-maloo-statesman-v8-2-1-2in-dual-centre-without-mufflers,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,786.52
MPI Automotive,mpi,SSMBM380WOM,MPI_SSMBM380WOM,Holden VZ 6.0L V8 Crewman 2 1/2in Dual Centre Assembly W/out Muffler,ssmbm380wom-holden-vz-6-0l-v8-crewman-2-1-2in-dual-centre-assembly-w-out-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,840.55
MPI Automotive,mpi,SSMBM370MF,MPI_SSMBM370MF,Ford Falcon BA - FG V8 Ute 1 ton 2 1/2in Dual Rear Muffler,ssmbm370mf-ford-falcon-ba-fg-v8-ute-1-ton-2-1-2in-dual-rear-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,920.54
MPI Automotive,mpi,SSMBC359,MPI_SSMBC359,Ford Falcon BA/BF XR6 4.0L Turbo 3.5in Cat - Twin 2.5in Assembly to Fit up to Standard Dump Pipe,ssmbc359-ford-falcon-ba-bf-xr6-4-0l-turbo-3-5in-cat-twin-2-5in-assembly-to-fit-up-to-standard-dump-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,1350.88
MPI Automotive,mpi,MBM742WOM,MPI_MBM742WOM,"Holden Commodore VE-VF, SS Ute, Maloo, Statesman V8, 2 1/2in Dual Centre Without Mufflers",mbm742wom-holden-commodore-ve-vf-ss-ute-maloo-statesman-v8-2-1-2in-dual-centre-without-mufflers,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,505.84
MPI Automotive,mpi,MBM668PHD,MPI_MBM668PHD,Next Gen T6.2 Ford Everest V6 Diesel 3in Centre Hotdog,mbm668phd-next-gen-t6-2-ford-everest-v6-diesel-3in-centre-hotdog,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,421.77
MPI Automotive,mpi,MBM668MF,MPI_MBM668MF,Next Gen T6.2 Ford Everest V6 Diesel 3in Centre Muffler,mbm668mf-next-gen-t6-2-ford-everest-v6-diesel-3in-centre-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,463.80
MPI Automotive,mpi,MBM226MF,MPI_MBM226MF,Ford Falcon AU Wagon 6 Cylinder 2 1/2in Rear Muffler,mbm226mf-ford-falcon-au-wagon-6-cylinder-2-1-2in-rear-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,490.82
MPI Automotive,mpi,MBM196MALOO,MPI_MBM196MALOO,Holden VU HSV Maloo Ute Dual 2 1/2in Rear Muffler,mbm196maloo-holden-vu-hsv-maloo-ute-dual-2-1-2in-rear-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,600.39
MPI Automotive,mpi,FX-286M-44MM,MPI_FX-286M-44MM,"Holden HQ HJ HX HZ Incl WB 307-350 Chev, 4-1 Tuned 1 3/4"" Primaries With 3 Bolt Outlet",fx-286m-44mm-holden-hq-hj-hx-hz-incl-wb-307-350-chev-4-1-tuned-1-3-4-primaries-with-3-bolt-outlet,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,1610.87
MPI Automotive,mpi,HOLS128UR-VFGTS-R,MPI_HOLS128UR-VFGTS-R,VF HSV GTS-R Maloo Ute 2 1/2in Rear Mufflers (pair),hols128ur-vfgts-r-vf-hsv-gts-r-maloo-ute-2-1-2in-rear-mufflers-pair,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,1350.88
MPI Automotive,mpi,VBK101.6,MPI_VBK101.6,V Band Kit Includes FLARES & Clamp 101.6mm (4in),vbk101-6-v-band-kit-includes-flares-and-clamp-101-6mm-4in,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,88.85
MPI Automotive,mpi,FX-722HPC-B,MPI_FX-722HPC-B,Nissan Patrol Y62 5.6 Ltr V8 2013 to Current Extractors - Ceramic Coated (BLACK),fx-722hpc-b-nissan-patrol-y62-5-6-ltr-v8-2013-to-current-extractors-ceramic-coated-black,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,2088.79
MPI Automotive,mpi,SB20060,MPI_SB20060,2in (50.8mm) 60deg Mild Steel Mandrel Bend,sb20060-2in-50-8mm-60deg-mild-steel-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,24.20
MPI Automotive,mpi,SPT76.2,MPI_SPT76.2,3in (76.2mm) x 1.5mm Wall 409g Stainless PERF Tube,spt76-2-3in-76-2mm-x-1-5mm-wall-409g-stainless-perf-tube,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,80.85
MPI Automotive,mpi,DP400LL,MPI_DP400LL,"4in (102mm) Outlet, long leg  Stainless Steel",dp400ll-4in-102mm-outlet-long-leg-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,99.40
MPI Automotive,mpi,ST76.2,MPI_ST76.2,3in (76.2mm) x 1.5mm Wall 409g Stainless Steel,st76-2-3in-76-2mm-x-1-5mm-wall-409g-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,35.54
MPI Automotive,mpi,C56L250,MPI_C56L250,Holden HQ-WB P/VAN-Ute L.H.S. 2 1/2in Connecting Pipe,c56l250-holden-hq-wb-p-van-ute-l-h-s-2-1-2in-connecting-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.64
MPI Automotive,mpi,C56R250,MPI_C56R250,Holden HQ-WB P/VAN-Ute R.H.S. 2 1/2in Connecting Pipe,c56r250-holden-hq-wb-p-van-ute-r-h-s-2-1-2in-connecting-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.64
MPI Automotive,mpi,TCB615DPK,MPI_TCB615DPK,Toyota LandCruiser 200 Series Auto Twin Transmission Cooler kit,tcb615dpk-toyota-landcruiser-200-series-auto-twin-transmission-cooler-kit,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,complete-exhaust-systems,rich,734.20
MPI Automotive,mpi,FX-RDF300SS,MPI_FX-RDF300SS,3in 3 Bolt Collector Flange Plate. 86mm Bolt Centres Stainless Steel,fx-rdf300ss-3in-3-bolt-collector-flange-plate-86mm-bolt-centres-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,23.10
MPI Automotive,mpi,SSMBM634MF-KAYMAR,MPI_SSMBM634MF-KAYMAR,Patrol Y62 5.6L V8 3in Rear Muffler - suit Kaymar rear bar,ssmbm634mf-kaymar-patrol-y62-5-6l-v8-3in-rear-muffler-suit-kaymar-rear-bar,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,815.05
MPI Automotive,mpi,SSMBE555,MPI_SSMBE555,Nissan Navara D22 3.0L Turbo Diesel 3in Dump Pipe.,ssmbe555-nissan-navara-d22-3-0l-turbo-diesel-3in-dump-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,690.46
MPI Automotive,mpi,FX-436,MPI_FX-436,Mitsubishi Triton ML 2.4L 4G64 16V EFI 2WD 2006-Current Manifold Replacement Includes Cat Direct Fit,fx-436-mitsubishi-triton-ml-2-4l-4g64-16v-efi-2wd-2006-current-manifold-replacement-includes-cat-direct-fit,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,1295.76
Exhaust Systems Australia,esa,8-x-5-oval-15-5-long-o-o-35mm-35mm-3-gp-ns-mega,ESA_8-x-5-oval-15-5-long-o-o-35mm-35mm-3-gp-ns-mega,"8"" X 5"" OVAL - 15.5"" LONG O/O  (35mm/35mm) 3"" GP NS MEGA",8-x-5-oval-15-5-long-o-o-35mm-35mm-3-gp-ns-mega,https://exhaustsystemsaustralia.com.au/products/8-x-5-oval-15-5-long-o-o-35mm-35mm-3-gp-ns-mega,,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,135.00
Exhaust Systems Australia,esa,mitsubishi-triton-mk-2-4l-4g64-2wd-use-dsf759-gasket,ESA_mitsubishi-triton-mk-2-4l-4g64-2wd-use-dsf759-gasket,Mitsubishi Triton MK 2.4L 4G64 2WD ## USE DSF759 GASKET ##,mitsubishi-triton-mk-2-4l-4g64-2wd-use-dsf759-gasket,https://exhaustsystemsaustralia.com.au/products/mitsubishi-triton-mk-2-4l-4g64-2wd-use-dsf759-gasket,,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,670.00
Exhaust Systems Australia,esa,suzuki-sierra-sj413-1-3l-g13a-g13b-4wd-use-dsf058-gasket,ESA_suzuki-sierra-sj413-1-3l-g13a-g13b-4wd-use-dsf058-gasket,"Suzuki Sierra SJ413 1.3L G13A, G13B 4WD ## USE DSF058 GASKET ##",suzuki-sierra-sj413-1-3l-g13a-g13b-4wd-use-dsf058-gasket,https://exhaustsystemsaustralia.com.au/products/suzuki-sierra-sj413-1-3l-g13a-g13b-4wd-use-dsf058-gasket,,No matched ZIP image candidate or usable remote image URL,extractors-headers,rich,560.00
